day,temp_record_min,temp_record_max,temp_average_min,temp_average_max,temp_median,temp_mean,temp_p25,temp_p75,temp_st_dev,temp_num,pressure_min,pressure_max,pressure_median,pressure_mean,pressure_p25,pressure_p75,pressure_st_dev,pressure_num,humidity_min,humidity_max,humidity_median,humidity_mean,humidity_p25,humidity_p75,humidity_st_dev,humidity_num,wind_min,wind_max,wind_median,wind_mean,wind_p25,wind_p75,wind_st_dev,wind_num,precipitation_min,precipitation_max,precipitation_median,precipitation_mean,precipitation_p25,precipitation_p75,precipitation_st_dev,precipitation_num,clouds_min,clouds_max,clouds_median,clouds_mean,clouds_p25,clouds_p75,clouds_st_dev,clouds_num
209,290.68,308.53,293.86,303.11,297.88,298.21,295.03,301.31,4.2,216,1004,1025,1015,1015.07,1013,1017,4.25,216,26,94,69,65,51,78,16.48,216,0,7.7,2.6,2.67,1.5,3.6,1.57,216,0,3,0,0.14,0,0,0.34,216,0,100,20,38.06,1,75,37.27,216
210,289.63,307.25,293.98,303.1,297.82,298.39,295.17,301.24,3.99,216,999,1021,1015,1012.93,1011,1016,5.34,216,33,100,71,70.99,57,88,18.37,216,0,7.2,2.11,2.58,1.5,3.33,1.48,216,0,12,0,0.34,0,0,1.14,216,0,90,20,30,1,40,29.64,216
211,291.84,306.8,293.81,301.57,297.1,297.69,294.94,299.73,3.71,216,1002,1019,1014,1013.22,1011,1016,3.3,216,38,97,65,67.43,53.5,83,16.53,216,0,8.75,2.6,3.12,2.06,4.1,1.68,216,0,3,0,0.16,0,0,0.52,216,0,92,40,38.62,1,75,33.16,216
212,288.13,307.17,293.55,302.05,298.17,297.64,294.64,300.07,3.99,216,1006,1022,1014.5,1014.2,1012,1016,3.5,216,28,100,67,66,49,83,19.21,216,0,8.7,2.16,2.58,1.5,3.6,1.54,216,0,3,0,0.11,0,0,0.36,216,0,92,12,26.67,1,40,31.39,216
213,286.92,304.11,291.72,301.13,296.62,296.46,293.8,299.13,3.85,216,1009,1021,1017,1016.06,1015,1019,3.44,216,33,100,68,67.76,54,83,17.18,216,0,6.7,2.52,2.57,1.5,3.28,1.4,216,0,3,0,0.28,0,0.3,0.7,216,0,90,14,29.85,1,75,35.79,216
214,289.09,304.79,292.72,301.84,296.27,296.92,294.26,299.79,3.74,216,1008,1023,1017,1016.55,1015,1019,3.58,216,35,100,73,71.13,57,88,17.32,216,0,9.3,2.6,2.46,1.5,3.1,1.39,216,0,3,0,0.2,0,0,0.64,216,0,90,20,36.2,1,75,35.87,216
215,289.29,304.83,293.57,300.41,296.59,296.74,293.76,299.28,3.45,216,1009,1032,1017,1016.69,1014,1019,3.66,216,30,100,78,73.19,64,88,16.26,216,0,9.3,2.6,2.88,2.03,3.6,1.53,216,0,3,0,0.26,0,0.3,0.62,216,1,97,64,50.56,20,75,34.42,216
216,289.11,305.83,292.89,301.53,296.94,296.95,293.76,300.03,3.98,216,1008,1022,1019,1016.96,1012.5,1020,4.19,216,33,100,70,70.63,54,88,18,216,0,8.2,2.22,2.53,1.53,3.1,1.48,216,0,12,0,0.13,0,0,0.89,216,0,92,20,33.06,1,75,33.1,216
217,289.23,304.55,292.95,301.45,296.62,296.81,294.14,299.39,3.39,216,998,1021,1017,1015.81,1012,1019,4.5,216,29,100,75,73.77,63,88,16.27,216,0,19.5,2.55,2.78,1.52,3.1,2.23,216,0,12,0,0.34,0,0.3,1.03,216,0,92,40,39.39,1,75,35.3,216
218,289.38,305.14,292.58,301.82,297,297.15,294.31,299.73,3.69,216,1010,1022,1015,1015.48,1013,1018,3.19,216,31,100,69,68.34,53,85,18.31,216,0,8.74,2.57,2.64,1.54,3.47,1.4,216,0,3,0,0.13,0,0,0.54,216,0,90,20,29.39,1,75,33.01,216
219,287.43,305.86,292.27,301.32,296.69,296.74,294.24,299.27,3.94,216,1005,1023,1015,1015.31,1012.5,1019,4.03,216,35,97,65.5,65.74,52,78,16.15,216,0,6.7,2.6,2.78,1.76,3.87,1.46,216,0,3,0,0.06,0,0,0.37,216,0,90,1,21.67,1,40,27.17,216
220,286.33,304.15,292.19,300.94,296.63,296.52,293.63,299.42,3.89,216,1005,1025,1015.5,1015.21,1013,1019,4,216,33,96,69,67.79,56,82,16.02,216,0,9.3,2.6,2.81,1.63,3.5,1.51,216,0,3,0,0.16,0,0,0.52,216,0,90,1.5,26.59,1,46.5,33.15,216
221,289.45,303.99,292.02,300.81,296.06,296.17,293.28,298.63,3.5,216,1004,1022,1016,1015.38,1013,1019,4.1,216,37,100,70,70.14,55,85,17.07,216,0,7.2,2.26,2.44,1.5,3.1,1.27,216,0,3,0,0.08,0,0,0.28,216,0,93,38.5,38.91,1,75,33.84,216
222,289.06,304.54,292.61,301.72,296.67,296.99,293.97,299.9,3.62,216,980,1033,1018,1014.62,1009,1020,11.16,216,36,100,75,70.04,53,87,18.66,216,0,8.2,2.41,2.71,1.59,3.6,1.45,216,0,12,0,0.17,0,0,0.88,216,0,92,20,33.64,1,75,33.66,216
223,290.36,307,293.48,302.26,297.49,297.61,294.95,300.12,3.57,216,973,1033,1017,1015.29,1012,1021,9.67,216,34,99,70,68.94,53,85,18.49,216,0,8.2,2.6,2.63,1.5,3.6,1.57,216,0,3,0,0.1,0,0,0.3,216,0,92,20,35.15,1,75,34.38,216
224,289.11,306.45,294.29,302,297.81,297.92,295.69,299.85,3.58,216,1007,1022,1015,1015.72,1014,1018.5,3.43,216,34,100,72,70.95,57,88,17.59,216,0,10.3,2.6,2.88,1.92,3.6,1.45,216,0,3,0,0.3,0,0.3,0.71,216,0,100,40,43.54,8,75,33.71,216
225,288.77,307.8,293.4,302.24,296.77,297.44,295.24,299.82,4.1,216,982,1022,1016,1014.78,1014,1017,4.16,216,37,100,74,72.31,60,83.5,15.79,216,0.51,8.23,2.59,2.85,1.85,3.6,1.47,216,0,12,0,0.25,0,0.3,0.96,216,0,92,40,43.2,1,75,35.81,216
226,290.11,308.1,294.97,301.67,297.39,297.96,295.81,299.37,3.59,216,978,1020,1014,1013.13,1011,1017,6.08,216,26,100,78,74.01,63,88,16.92,216,0,6.7,2.6,2.68,1.71,3.6,1.46,216,0,3,0,0.48,0,0.3,0.96,216,0,100,40,45.89,1,90,38.19,216
227,288.09,307.78,293.6,301.49,296.98,297.38,294.65,299.85,4.06,216,974,1022,1013,1013.56,1011,1017,4.83,216,32,100,73,71.13,61,83,15.98,216,0.45,6.7,2.6,2.63,1.58,3.6,1.18,216,0,12,0,0.18,0,0,0.9,216,0,92,20,35.28,1,75,35.83,216
228,288.05,305.42,292.85,301.01,296.15,296.8,294.15,299.11,3.62,216,976,1024,1015,1014.12,1012,1019,7.91,216,38,100,64,66.27,51.5,83,17.59,216,0,7.2,2.6,2.65,1.66,3.2,1.32,216,0,3,0,0.09,0,0,0.35,216,0,92,20,31.25,1,75,34.16,216
229,287.65,304.76,292.39,301,296.3,296.54,293.51,299.24,4.07,216,980,1024,1017,1014.07,1014,1020,11.02,216,37,100,69,68.52,57.5,78,15.45,216,0,7.2,2.51,2.53,1.5,3.31,1.29,216,0,3,0,0.09,0,0,0.29,216,0,100,20,32,1,75,36.16,216
230,286.95,305.81,293.41,301.55,297.21,297.11,294.98,299.69,3.79,215,984,1024,1016,1013.51,1013,1019,9.92,215,36,94,70,68.94,57,80,13.42,215,0.22,6.7,2.14,2.52,1.54,3.36,1.18,215,0,3,0,0.06,0,0,0.31,215,0,92,30,37.6,1,75,35.85,215
231,288.67,305.02,293.76,301.82,296.85,297.29,295.85,299.63,3.37,216,985,1025,1015,1014.14,1011,1017,7.17,216,35,100,78,74.08,60.5,88,15.76,216,0,9.3,2.22,2.45,1.5,3.27,1.41,216,0,12,0,0.31,0,0.3,1.03,216,0,100,40,44.33,1,80,36.84,216
232,290.7,305.6,293.87,301.14,296.45,297.08,294.82,299.16,3.3,216,1005,1025,1014,1014.59,1012,1017,3.97,216,42,100,77,74.33,64,86.5,14.34,216,0.33,9.3,2.21,2.74,1.61,3.42,1.75,216,0,0.9,0,0.1,0,0,0.23,216,0,92,71.5,51.52,18,85,34.83,216
233,290.57,303.96,293.15,300.47,296.63,296.83,294.36,299.11,3.16,216,984,1022,1016,1015.99,1014,1018,3.34,216,30,97,73,71.52,62.5,82,14.2,216,0,8.2,2.57,2.67,1.6,3.6,1.49,216,0,0.9,0,0.03,0,0,0.12,216,1,90,40,37.11,1,75,32.43,216
234,290.89,303.26,293.58,301.49,296.87,297.26,294.86,299.9,3.14,216,981,1029,1016,1015.93,1014,1018,4.66,216,29,100,73.5,73.33,62,88,15.74,216,0,7.7,2.57,2.74,1.54,3.6,1.52,216,0,3,0,0.17,0,0,0.59,216,0,92,26.5,35.91,1,75,32.04,216
235,290.58,304.99,293.85,301.39,296.51,297.35,295.14,299.28,3.29,216,982,1022,1013.5,1013.68,1011,1018,5.2,216,36,100,78,73.61,57,88.5,18.06,216,0.45,9.3,3.1,3.27,2.1,4.1,1.76,216,0,12,0,0.38,0,0.3,1.11,216,0,92,20,35.75,1,75,37.4,216
236,286.74,304.26,292.72,300,295.86,295.97,294.05,298.19,3.31,216,980,1027,1016,1014.61,1011,1017,5.59,216,34,100,76,72.24,60,88,17.27,216,0.31,8.7,3.07,3.05,2.1,4.1,1.49,216,0,3,0,0.21,0,0.3,0.57,216,1,90,22.5,38.32,1.5,75,33.6,216
237,288.53,305.98,291.77,301.04,295.9,296.2,293.18,298.8,4.15,216,980,1026,1016,1016.87,1014,1020,5.14,216,33,100,70,68.21,53,84,18.23,216,0,6.2,2.13,2.45,1.66,3.1,1.12,216,0,0.3,0,0.02,0,0,0.07,216,0,90,1,16.83,1,20,24.81,216
238,289.19,306.04,291.72,300.96,296.37,296.35,293.1,299.28,4.17,216,1006,1027,1020,1018.8,1015,1023,5.12,216,27,93,68,66.25,55,77.5,14.4,216,0,7.2,2.6,2.75,1.5,3.6,1.65,216,0,3,0,0.08,0,0,0.38,216,0,90,1,20.92,1,40,28.68,216
239,287.56,306.69,291.05,300.81,296.01,295.89,292.53,299.05,4.49,216,1008,1029,1020,1019.56,1016,1023,4.56,216,27,100,66,65.96,53,80.5,17.93,216,0,7.64,2.6,2.67,1.5,3.6,1.51,216,0,3,0,0.02,0,0,0.21,216,0,90,1,17.18,1,20,26.38,216
240,286.46,306.29,291.96,301.58,296.05,296.48,293.91,299.2,4.58,216,1003,1026,1018,1017.71,1016,1020,4.58,216,36,100,67,66.63,55,78,15.18,216,0,8.7,2.6,2.73,2.09,3.1,1.35,216,0,3,0,0.1,0,0,0.32,216,0,92,1,23.98,1,40,29.74,216
241,287.27,306.61,292.46,300.74,296.22,296.29,294.14,298.49,3.99,216,1004,1027,1017,1017.21,1012,1023,6.08,216,33,100,73,70.65,58.5,83,15.86,216,0,7.2,2.6,2.85,2.1,3.6,1.3,216,0,3,0,0.22,0,0.3,0.5,216,0,100,20,31.79,1,75,35.89,216
242,287.64,306.64,292.65,300.41,295.7,296.1,292.71,298.88,4.29,216,997,1026,1019,1016.79,1012,1022,6.53,216,34,100,74,70.42,57,83.5,17.61,216,0,7.7,2.6,2.9,1.56,3.98,1.54,216,0,3,0,0.14,0,0,0.51,216,0,92,20,39.78,1,84,36.97,216
243,288.86,304.26,292.17,301.03,296.18,296.43,293.52,299.18,4.05,216,997,1024,1016.5,1015.8,1014,1019,5.64,216,36,100,67,67.13,54,80.5,16.22,216,0,8.2,2.67,3.11,2.1,3.66,1.43,216,0,12,0,0.13,0,0,0.85,216,0,92,20,33.76,1,75,35.48,216
244,289.6,304.89,293.33,301.39,296.42,296.94,294.93,299.02,3.17,216,1008,1026,1016,1016.02,1013,1019,4.52,216,33,100,69,68.83,56.5,83,15.11,216,0,7.7,3.1,3.05,2.1,3.75,1.41,216,0,3,0,0.05,0,0,0.25,216,1,95,34,36.75,1,72,32.71,216
245,285,303.19,292.6,298.77,295.71,295.68,293.98,297.84,3.39,216,1005,1029,1016,1016.68,1011,1020,6.22,216,28,100,73,71.17,63,83,15.81,216,0,7.2,2.6,2.93,2.09,3.63,1.39,216,0,12,0,0.23,0,0.3,0.92,216,0,97,68,50.15,1,80,35.82,216
246,283.06,304.44,291.64,299.19,295.39,295.16,292.49,298.42,4.24,216,1001,1026,1016,1015.78,1011,1021,6.29,216,40,100,77,74.31,62,88,15.89,216,0.45,8.23,2.56,2.77,1.94,3.6,1.35,216,0,12,0,0.39,0,0,1.67,216,0,90,40,43.33,1,75,35.27,216
247,286.3,305.36,292.44,299.86,295.86,295.76,293.13,298.5,4.38,216,1006,1026,1016,1014.95,1010,1019,5.51,216,29,100,76.5,73.46,58,88,17.78,216,0,6.2,2.6,2.84,1.95,3.62,1.29,216,0,3,0,0.25,0,0,0.66,216,0,90,20,33.59,1,73.5,33.75,216
248,287.49,305.51,291.62,301.25,296.49,296.07,292.61,299.41,4.31,216,1006,1025,1017,1016.75,1013,1021,4.69,216,36,100,66,66.69,54,78,16.15,216,0,6.2,2.6,2.77,1.57,3.6,1.43,216,0,3,0,0.05,0,0,0.3,216,0,90,1,17.09,1,20,26.75,216
249,288.79,304.29,291.78,300.11,295.51,295.76,292.95,298.43,3.57,216,1005,1026,1019,1017.94,1014,1023,4.98,216,22,100,68,66.56,55,82,17.53,216,0,8.2,2.72,3.02,2.1,3.85,1.37,216,0,3,0,0.05,0,0,0.3,216,0,92,1,23.75,1,40,29.98,216
250,285.75,305.85,292.02,299.68,294.9,295.34,291.94,298.58,4.46,216,984,1024,1015,1013.66,1011,1021,9.46,216,35,100,72,69.61,56,85,16.65,216,0,9.3,2.9,3.14,2.1,3.75,1.61,216,0,3,0,0.12,0,0,0.4,216,0,90,20,35.83,1,75,36.62,216
251,285.45,304.69,290.43,299.02,294.79,294.15,290.96,296.32,4.12,216,984,1022,1016,1013.91,1012,1019,8.29,216,33,100,73,71.26,58.5,86,16.47,216,0,8.7,2.97,3.16,2.1,3.98,1.61,216,0,12,0,0.49,0,0.3,1.25,216,0,92,40,38.67,1,75,36.32,216
252,285.67,307.26,290.81,299.67,294.2,294.97,292.52,297.38,4.3,216,1009,1025,1017,1016.72,1014,1020,4.06,216,24,100,69,67.44,57,78,13.94,216,0,6.69,2.6,2.79,2.1,3.43,1.2,216,0,0.9,0,0.05,0,0,0.13,216,0,92,40,39.02,1,75,31.84,216
253,284.47,304.9,290.94,297.57,294.02,294.13,291.02,297.26,4.86,216,1007,1029,1022,1018.88,1013,1023,5.73,216,38,94,69,70.63,62,83,12.83,216,0,7.2,3.1,3.07,2.07,4.11,1.49,216,0,12,0,0.13,0,0,0.83,216,0,100,40,45.76,1,75,36.12,216
254,284.67,303.9,291.06,298.25,294.81,294.14,291.47,296.8,4.39,216,1006,1029,1020,1019.39,1015,1025,6.13,216,33,100,79.5,78.25,71,88,13.75,216,0,8.2,2.94,3.09,1.89,4.1,1.63,216,0,3,0,0.4,0,0.3,0.78,216,0,100,49,48.87,1,90,38.1,216
255,284.28,306.85,291.53,300.27,295.68,295.24,292.34,298.05,4.66,216,979,1028,1019,1017,1014,1021,7.77,216,27,100,78,74,61,88,17.3,216,0,10.3,3,3.19,2.1,4.11,1.76,216,0,3,0,0.18,0,0,0.53,216,0,90,26.5,38.95,1,75,37.5,216
256,285.78,302.75,290.59,298.87,295.08,294.69,291.81,297.55,3.83,216,977,1027,1019,1016.01,1013.5,1022,10.46,216,29,100,69,70.69,60,83,16.32,216,0.45,8.23,2.71,2.96,2.06,3.7,1.38,216,0,3,0,0.13,0,0,0.4,216,0,90,1,29.91,1,75,36.68,216
257,286.41,301.93,290.51,297.95,293.59,293.77,291.36,296.35,3.37,216,968,1032,1019,1014.93,1013,1024,14.24,216,39,100,77,74.38,64,87,14.67,216,0.45,8.2,3.1,3.25,2.1,3.96,1.36,216,0,3,0,0.22,0,0.3,0.52,216,0,100,75,54.02,20,90,35.79,216
258,285.33,304.04,289.93,296.91,293.9,293.07,290.02,295.81,3.91,216,973,1031,1018,1015.25,1014,1023,12.86,216,31,100,73,72.94,62.5,86,15.41,216,0,9.3,3.09,3.16,2.1,4.01,1.52,216,0,3,0,0.06,0,0,0.24,216,0,90,40,40.12,1,75,37.2,216
259,282.15,302.97,288.34,297.91,293.19,292.82,289.08,295.62,4.73,216,983,1028,1022,1017.07,1016,1023.5,11.77,216,30,100,67,67.07,52,83,18.53,216,0,7.7,2.24,2.62,1.66,3.1,1.37,216,0,0.3,0,0.01,0,0,0.06,216,0,90,1,24.24,1,40,31.6,216
260,284.74,302.2,289.42,297.49,293.08,293.02,289.66,295.55,3.86,216,981,1028,1021,1017.93,1018,1024,11.64,216,37,100,74,72.84,61.5,84,15.06,216,0,6.7,2.08,2.25,1.5,2.76,1.11,216,0,0.9,0,0.03,0,0,0.12,216,0,92,20,37.52,1,75,35.83,216
261,281.35,302.57,288.41,297.33,293.08,292.72,290.19,295.68,4.22,216,988,1026,1020,1017.95,1017,1022,8.32,216,24,100,77,72.81,63,87.5,18.34,216,0.4,6.2,2.49,2.48,1.54,3.13,1.11,216,0,3,0,0.03,0,0,0.21,216,0,90,15,33.11,1,75,37.57,216
262,282.85,301.71,289.55,297.62,293.35,293.12,290.3,296.08,4.42,216,987,1025,1016,1014.11,1014,1019.5,8.9,216,25,100,77,71.97,60,88,18.49,216,0,7.2,2.6,2.7,1.66,3.6,1.29,216,0,3,0,0.13,0,0,0.51,216,0,90,34,37.04,1,75,36.81,216
263,281.83,300.3,288.33,296.34,293.3,292.23,289.37,295.68,4.49,216,982,1028,1017,1015.46,1013,1023,11.26,216,18,96,71,68.14,52,83,18.94,216,0.45,7.2,3.09,2.96,1.83,3.78,1.33,216,0,3,0,0.14,0,0,0.49,216,0,92,1,25.72,1,48,33.9,216
264,281.24,300.25,287.89,296.85,293.33,292.13,288.62,295.36,4.63,216,979,1034,1021,1019.19,1016,1025,10.32,216,25,93,71,67.84,58,83,17.58,216,0,8.7,2.96,3.19,1.9,4.1,1.81,216,0,3,0,0.05,0,0,0.23,216,0,92,2,29.35,1,75,34.41,216
265,282.27,301.29,288.44,296.99,292.78,292.6,290.22,295.33,4.03,216,977,1036,1022,1018.86,1016,1025,12.4,216,25,97,73,70.13,61,83,16.88,216,0,5.7,2.68,2.82,1.89,3.6,1.29,216,0,0.3,0,0.05,0,0,0.11,216,0,95,20,31.49,1,64,33.06,216
266,283.49,302.67,289.09,297.73,293.32,293.16,290.42,295.16,4,216,968,1030,1019,1014.27,1014,1022,14.65,216,24,100,62,64.69,50,84,19.35,216,0,9.3,3.1,3.36,2.1,4.45,1.75,216,0,3,0,0.15,0,0,0.48,216,0,100,20,33.66,1,73.5,34.24,216
267,283.08,304.29,288.47,297.99,291.89,292.64,288.2,296.84,5.37,216,975,1027,1016,1015.93,1013,1023,9.49,216,26,94,62.5,62.06,49,76,16.5,216,0.45,8.23,2.6,3,1.68,3.68,1.6,216,0,0.9,0,0.02,0,0,0.09,216,0,90,1,18.93,0,20,31.11,216
268,279.93,304.72,287.07,297.47,291.95,291.92,288.34,294.88,4.71,216,1007,1033,1018,1019.32,1015,1026,7.33,216,32,100,64,65.11,50.5,79,15.82,216,0,8.7,2.69,3.01,2.04,4.1,1.48,216,0,0.9,0,0.09,0,0,0.22,216,0,98,1,28.7,1,75,36.54,216
269,282.24,303.51,286.9,296.32,290.99,291.31,287.95,294.3,4.33,216,978,1034,1019,1019.72,1016,1027,7.91,216,27,100,72,68.52,53,84.5,18.63,216,0,6.2,2.6,2.7,1.72,3.74,1.33,216,0,3,0,0.25,0,0,0.71,216,0,100,1,28.67,1,75,37.92,216
270,281.38,300.68,288.21,296.64,292.29,291.93,289.21,294.48,4.1,216,980,1031,1018,1017.67,1013,1022,6.64,216,32,100,76,73.22,59,87.5,16.8,216,0,9.3,2.41,2.74,1.68,3.6,1.54,216,0,0.9,0,0.05,0,0,0.19,216,0,90,1,25.18,1,44,33.41,216
271,283.36,302.8,288.01,297.41,292.41,292.29,289.22,294.89,4.19,216,1009,1033,1017,1018.22,1014,1021,5.35,216,35,100,73,72.63,62,88,15.8,216,0,7.2,2.26,2.63,1.6,3.1,1.38,216,0,3,0,0.07,0,0,0.33,216,0,92,20,30.84,1,75,35.11,216
272,285.35,300.21,289.11,297.02,292.37,292.59,289.66,295.43,3.68,216,988,1027,1016,1013.44,1011,1020,9.7,216,33,100,78,75.4,68,87,15.32,216,0.71,10.3,2.62,3.12,1.54,3.85,1.84,216,0,3,0,0.14,0,0,0.51,216,0,91,20.5,38.21,1,75,36.73,216
273,283.53,299.44,288.31,295.66,292.25,291.71,288.3,294.75,3.91,216,983,1028,1016,1014.77,1013,1020.5,10.26,216,38,100,76,73.57,61.5,87,15.17,216,0.45,7.37,2.6,3.01,1.5,4.1,1.77,216,0,3,0,0.07,0,0,0.25,216,0,92,20,38.54,1,80,37.8,216
274,282.66,297.16,287.29,293.36,290.14,290.44,287.27,293.34,3.58,216,982,1028,1017.5,1015.44,1009.5,1025,11.22,216,43,94,72,72.62,61,87,14.34,216,0.45,12.34,2.65,3.59,1.93,5.1,2.23,216,0,3,0,0.28,0,0.3,0.69,216,0,100,75,53.12,1,90,38.47,216
275,281.41,299.71,286.61,293.76,289.54,289.67,287.21,291.22,3.67,227,1009,1029,1020,1019.49,1015,1024,5.42,227,34,100,76,72.7,61,85,14.62,227,0,9.25,3.38,3.51,2.58,4.56,1.57,227,0,0.3,0,0.08,0,0.3,0.13,227,0,97,40,44.42,1,90,39.67,227
276,281,305.56,287.17,294.94,290.26,290.48,286.7,293.58,4.8,240,1006,1030,1019,1018.31,1014,1023,5.46,236,26,100,78,72.96,59,84,16.04,236,0,9.3,3.1,3.19,2.1,4.1,1.71,240,0,3,0,0.18,0,0.3,0.47,240,0,92,20,39.7,1,90,40.49,240
277,281.55,298.12,285.97,293.8,289.52,289.43,286.56,292,4.12,240,508,1038,1018,1017.59,1016,1021,33.57,239,34,100,77,75.93,64,88,15.22,239,0,9.3,2.51,2.77,1.5,4.1,1.98,240,0,3,0,0.19,0,0.3,0.49,240,0,100,20,38.11,1,90,39.19,240
278,283.93,300.51,287.3,294.17,290,290.21,287.89,292.5,3.48,240,999,1035,1018,1018.97,1015,1025,7.24,238,42,100,82,78.16,68,90,15.64,238,0,10.8,2.6,2.97,1.5,4.06,2.11,240,0,3,0,0.25,0,0.3,0.67,240,0,100,40,46.96,6.5,89.5,36.19,240
279,278.8,300.14,285.83,293.16,289.83,289.3,286.19,292.48,4.5,240,981,1037,1020,1018.83,1017,1024.5,11.32,240,37,100,76,73.73,62,86,14.91,240,0,9.3,2.6,2.99,1.72,4.1,1.77,240,0,0.3,0,0.02,0,0,0.07,240,0,90,22,37.83,1,75,34.92,240
280,281.03,299.72,286.53,294.61,290.99,290.13,288.14,292.87,4.15,240,981,1036,1020,1018.32,1017,1027,13.45,238,36,100,77,74.87,63,89,17.35,238,0,8.2,2.1,2.41,1.51,3.1,1.48,240,0,12,0,0.07,0,0,0.78,240,0,92,40,45.12,1,90,39.26,240
281,283.67,299,288.87,296.53,292.81,292.26,290.24,294.53,3.34,240,978,1035,1018,1017.18,1013,1022,11.1,240,43,100,77,76.79,64,89.5,14.97,240,0,9.3,2.6,3.06,1.53,4.6,1.85,240,0,3,0,0.07,0,0,0.26,240,0,100,47,47.15,1,90,39.28,240
282,280.33,298.29,287.08,293.49,289.92,289.93,286.92,292.39,3.8,240,983,1033,1018,1017.58,1013,1023,9.12,239,38,100,80,76.3,64,88,15.51,239,0,8.7,3.1,3.29,2.1,4.6,1.77,240,0,3,0,0.16,0,0.15,0.41,240,0,97,48,47.72,1,90,39.89,240
283,278.57,297.3,286.36,292.47,288.6,289.18,286.37,291.94,4.28,240,990,1030,1021,1017.81,1015,1024,10.2,236,37,100,79,75.32,62,93,18.06,236,0,10.8,3.11,3.5,2.1,4.6,2.08,240,0,3,0,0.2,0,0.3,0.56,240,0,100,75,57.92,16,90,37.99,240
284,282.56,299.81,286.41,292.73,288.98,289.27,285.51,292.06,4.31,240,506,1036,1020,1015.38,1016,1023,34.93,237,28,100,76,71.42,60,86,17.15,237,0,8.7,3.2,3.68,2.11,5.1,2.05,240,0,0.9,0,0.03,0,0,0.12,240,0,99,42,46.31,1,90,37.65,240
285,279.56,297.18,286.41,292.85,289.49,289.12,286.1,291.9,4.14,240,981,1041,1018,1016.58,1013,1020,11.92,240,27,100,81,75.69,61,89,17.54,240,0,10.8,2.8,3.18,2.09,3.66,1.93,240,0,3,0,0.18,0,0,0.5,240,0,100,75,53.39,1,90,40.54,240
286,280.7,296.77,284.19,292.37,287.78,287.8,284.6,290.58,3.81,240,986,1039,1020,1018.84,1014,1023,9.66,239,27,100,71,70.61,57,87,17.97,236,0,10.8,3.1,3.59,2.22,4.3,2.06,240,0,12,0,0.23,0,0,0.92,240,0,92,20,39.98,1,78,38.34,240
287,278.07,294.18,283.63,290.66,286.7,287.02,284.21,290.03,3.63,240,990,1033,1019,1018.83,1013,1026,8.72,238,32,100,76,74.4,64,87,15.17,238,0,10.3,3.04,2.99,1.97,3.9,1.58,240,0,0.9,0,0.06,0,0,0.16,240,0,99,40,43.64,1,75,36.88,240
288,272.77,298.07,284.22,292.3,287.98,287.78,284.77,291.18,5.02,240,1002,1038,1022,1020.83,1014,1027,8.61,240,27,96,77,72.64,63,87,16.62,239,0,5.51,2.6,2.74,2.01,3.6,1.32,240,0,3,0,0.06,0,0,0.23,240,0,96,1,31.12,1,75,37.14,240
289,279.55,299.35,284.61,293.61,289.47,288.74,284.66,292.64,4.68,240,987,1040,1018,1019.43,1014,1022,7.95,236,18,100,76,74.89,65,90,17.32,236,0,8.2,2.6,2.9,1.76,4,1.54,240,0,0.9,0,0.04,0,0,0.12,240,0,92,4,32.75,1,75,37.81,240
290,280.79,297.54,285.41,292.94,289.27,288.91,285.45,292.14,3.69,240,996,1037,1015,1014.76,1010,1018,7.67,239,30,100,79,76.49,66,88,15.8,239,0,11.3,3.43,3.77,2.22,4.74,2.09,240,0,12,0,1.15,0,0.3,3.17,240,0,97,49,49.59,1,90,39.42,240
291,276.71,296.72,282.91,290.63,286.65,286.37,283.73,288.97,4.14,240,971,1030,1013,1012.37,1006,1022,11.36,232,31,100,74.5,70.9,56.5,87,18.05,232,0,14.4,3.1,3.85,2.1,4.11,2.79,240,0,3,0,0.1,0,0,0.41,240,0,96,16.5,34.55,1,75,38.06,240
292,273.14,297.83,281.86,289.88,285.19,285.68,281.7,289.72,5.41,240,969,1033,1017,1016.58,1010,1025,10.16,235,26,100,62,63.02,53,76,16.06,235,0,13.4,3.1,3.85,2.06,5.1,2.78,240,0,0.9,0,0.05,0,0,0.18,240,0,100,16,26.12,1,40,31.45,240
293,271.43,298.93,280.44,290.98,285.04,285.27,281.47,289.3,6.02,240,974,1032,1018,1019.32,1015,1025,7.89,240,28,100,64,64.31,53,74.5,15.97,240,0,7.7,2.6,2.77,1.56,4.03,1.48,240,0,0.3,0,0,0,0,0.03,240,0,99,1,21.02,1,39,30.16,240
294,278.12,297.65,284.05,292.3,287.69,287.76,285.06,291.13,4.68,240,973,1030,1017,1016.66,1014,1023,8.45,240,24,100,66,66.04,57,77,16.16,240,0.69,7.2,3.1,3.22,2.38,4.01,1.24,240,0,3,0,0.11,0,0,0.34,240,0,93,20,36.08,1,75,37.55,240
295,278.79,297.87,284.79,293.02,288.99,288.37,284.56,291.9,4.42,240,980,1027,1017,1014.8,1011,1023,10,240,22,100,73.5,70.68,56,88,19.62,240,0,12.9,2.6,3.06,2.1,3.6,2.03,240,0,0.9,0,0.07,0,0,0.17,240,0,100,7,32.1,1,75,37.23,240
